F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_256.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_256.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_256.jpg, 0, 0, 0, 7.803193E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_358.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_358.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_358.jpg, 0, 0, 0, 7.859631E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_460.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_460.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_460.jpg, 0, 0, 0, 7.774634E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_563.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_563.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_563.jpg, 0, 0, 0, 7.877396E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_666.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_666.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_666.jpg, 0, 0, 0, 7.826513E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_766.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_766.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_766.jpg, 0, 0, 0, 7.887773E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_869.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_869.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_869.jpg, 0, 0, 0, 7.917823E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_18_972.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_18_972.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_18_972.jpg, 0, 0, 0, 7.793784E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_073.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_073.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_073.jpg, 0, 0, 0, 7.889536E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_173.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_173.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_173.jpg, 0, 0, 0, 7.77855E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_277.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_277.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_277.jpg, 0, 0, 0, 7.840931E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_379.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_379.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_379.jpg, 0, 0, 0, 7.82909E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_481.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_481.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_481.jpg, 0, 0, 0, 7.812614E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_581.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_581.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_581.jpg, 0, 0, 0, 7.844589E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_683.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_683.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_683.jpg, 0, 0, 0, 7.888563E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_786.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_786.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_786.jpg, 0, 0, 0, 8.049921E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_887.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_887.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_887.jpg, 0, 0, 0, 7.808531E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_19_988.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_19_988.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_19_988.jpg, 0, 0, 0, 7.808995E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_087.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_087.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_087.jpg, 0, 0, 0, 7.797523E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_190.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_190.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_190.jpg, 0, 0, 0, 7.833329E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_292.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_292.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_292.jpg, 0, 0, 0, 7.807897E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_393.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_393.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_393.jpg, 0, 0, 0, 7.828277E-05
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_493.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_493.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_493.jpg, 0, 0.1205961, 0, 0.03410391
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_594.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_594.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_594.jpg, 0, 0.414513, 0, 0.3619608
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_695.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_695.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_695.jpg, 0, 0.7196354, 0, 0.9947454
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_797.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_797.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_797.jpg, 0, 1, 0, 2.154221
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_20_898.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_20_898.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_20_898.jpg, 0, 1, 0, 3.330927
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_001.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_001.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_001.jpg, 0, 1, 0, 4.503904
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_102.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_102.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_102.jpg, 0, 1, 0, 5.664673
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_204.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_204.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_204.jpg, 0, 1, 0, 7.042882
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_305.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_305.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_305.jpg, -0.3036213, 1, 0, 8.156372
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_407.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_407.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_407.jpg, -0.3497929, 1, 0, 9.239979
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_509.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_509.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_509.jpg, -0.04139023, 1, 0, 10.35429
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_612.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_612.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_612.jpg, 0, 1, 0, 11.54939
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_714.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_714.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_714.jpg, 0, 1, 0, 12.52147
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_816.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_816.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_816.jpg, 0, 1, 0, 13.62451
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_21_916.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_21_916.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_21_916.jpg, 0, 1, 0, 14.73605
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_017.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_017.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_017.jpg, 0, 1, 0, 15.67307
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_119.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_119.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_119.jpg, -0.0645975, 1, 0, 16.88116
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_222.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_222.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_222.jpg, -0.3651459, 1, 0, 17.70861
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_323.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_323.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_323.jpg, -0.4801299, 1, 0, 18.75122
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_426.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_426.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_426.jpg, -0.1145158, 1, 0, 19.97141
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_528.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_528.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_528.jpg, 0, 1, 0, 20.86793
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_628.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_628.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_628.jpg, -0.0488571, 1, 0, 21.9287
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_729.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_729.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_729.jpg, -0.3523692, 1, 0, 22.83132
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_831.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_831.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_831.jpg, -0.375225, 1, 0, 23.70389
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_22_932.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_22_932.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_22_932.jpg, -0.07446267, 1, 0, 24.67131
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_031.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_031.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_031.jpg, -0.1620423, 1, 0, 25.62212
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_132.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_132.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_132.jpg, -0.4630539, 1, 0, 26.488
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_234.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_234.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_234.jpg, -0.3956447, 1, 0, 27.30238
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_335.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_335.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_335.jpg, -0.09129705, 1, 0, 28.24907
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_436.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_436.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_436.jpg, 0, 1, 0, 29.15752
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_539.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_539.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_539.jpg, -0.1203723, 1, 0, 30.06781
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_641.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_641.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_641.jpg, 0, 1, 0, 30.19016
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_741.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_741.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_741.jpg, 0, 1, 0, 30.1903
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_844.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_844.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_844.jpg, 0, 1, 0, 30.19035
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_23_944.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_23_944.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_23_944.jpg, -0.2357829, 1, 0, 30.17606
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_044.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_044.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_044.jpg, -0.2391657, 1, 0, 30.18585
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_146.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_146.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_146.jpg, 0, 1, 0, 30.18794
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_245.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_245.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_245.jpg, 0, 1, 0, 30.1903
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_348.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_348.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_348.jpg, -0.1547868, 1, 0, 30.18543
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_450.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_450.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_450.jpg, -0.4586433, 1, 0, 30.14897
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_552.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_552.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_552.jpg, -0.1622514, 1, 0, 30.19247
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_653.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_653.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_653.jpg, 0, 1, 0, 30.18876
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_755.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_755.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_755.jpg, 0, 1, 0, 30.19009
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_856.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_856.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_856.jpg, 0, 1, 0, 30.19028
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_24_958.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_24_958.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_24_958.jpg, 0, 1, 0, 30.1903
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_060.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_060.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_060.jpg, 0, 1, 0, 30.1901
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_164.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_164.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_164.jpg, 0, 1, 0, 30.19032
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_266.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_266.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_266.jpg, -0.2206413, 1, 0, 30.17722
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_367.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_367.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_367.jpg, -0.2483937, 1, 0, 30.18443
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_467.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_467.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_467.jpg, 0, 1, 0, 30.18799
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_570.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_570.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_570.jpg, 0, 1, 0, 30.18998
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_673.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_673.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_673.jpg, 0, 1, 0, 30.19027
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_774.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_774.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_774.jpg, 0, 1, 0, 30.1903
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_875.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_875.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_875.jpg, 0, 1, 0, 30.19002
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_25_976.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_25_976.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_25_976.jpg, 0, 1, 0, 30.1903
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_076.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_076.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_076.jpg, 0, 1, 0, 30.18964
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_178.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_178.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_178.jpg, 0, 1, 0, 30.19034
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_279.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_279.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_279.jpg, -0.0113505, 1, 0, 30.19027
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_381.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_381.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_381.jpg, -0.3083109, 1, 0, 30.16736
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_482.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_482.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_482.jpg, -0.1086663, 1, 0, 30.19121
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_586.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_586.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_586.jpg, 0, 1, 0, 30.18986
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_687.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_687.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_687.jpg, 0, 1, 0, 30.19024
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_791.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_791.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_791.jpg, -0.1039233, 1, 0, 30.18764
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_894.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_894.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_894.jpg, 0, 1, 0, 30.19029
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_26_996.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_26_996.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_26_996.jpg, 0, 1, 0, 30.1903
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_098.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_098.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_098.jpg, -0.0455229, 1, 0, 30.18985
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_199.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_199.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_199.jpg, -0.3259677, 1, 0, 30.16566
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_302.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_302.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_302.jpg, -0.02647649, 1, 0, 30.19016
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_404.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_404.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_404.jpg, 0, 1, 0, 30.19005
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_505.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_505.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_505.jpg, -0.1264038, 1, 0, 30.18737
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_606.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_606.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_606.jpg, -0.09767215, 1, 0, 30.19038
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_709.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_709.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_709.jpg, 0, 1, 0, 30.18993
F:\udacity_ai_car\IMG\center_2021_05_11_13_00_27_811.jpg, F:\udacity_ai_car\IMG\left_2021_05_11_13_00_27_811.jpg, F:\udacity_ai_car\IMG\right_2021_05_11_13_00_27_811.jpg, 0, 1, 0, 30.19025
